前大,['前大']
高丁,['高丁']
网络版,"['online edition', 'web edition']"
出勤,"['turn out for work', 'be out on duty']"
跻身于,['get into']
最使,['最使']
田鼠,"['vole', 'field mouse']"
休閒者,['休閒者']
福,['福']
种植区,['planting region']
视物,['视物']
坎农,['Cannon']
要称,['要称']
端起,"['take', 'pick up']"
那罐,['那罐']
冰水,"['ice water', 'Aq. astr.', 'aqua astricta']"
革除,"['abolish', 'get rid of']"
热电阻,"['thermal resistance', 'hot resistance']"
变送,['变送']
浅谈,['brief talk']
无才,['无才']
陈旧观念,"['outdated concepts', 'antiquated idea']"
珍妮花,['珍妮花']
平肝,['calm the liver']
每页,"['each page', 'every page']"
第三页,['第三页']
依此类推,"['and so on', 'the rest may be deduced by analogy', 'and so forth']"
著枪,['著枪']
小木屋,['log cabin']
床下,['床下']
转冷,['转冷']
狗类,['狗类']
永康市,['Yongkang City']
花园式,['garden-style']
伽速,['伽速']
更文,['更文']
天珠,['dzi（西藏天然材料制品）']
更速,['更速']
品文速,['品文速']
因乐,['因乐']
阿斯图里亚斯,['Asturias']
小狼里,['小狼里']
母狼,"['bitch', 'bithc']"
害死,"['kill', 'murder']"
会费,"['dues', 'membership dues', 'membership fees']"
艾利森,['艾利森']
巴尔默,['Balmer']
贝佐斯,['贝佐斯']
滞销,"['unsalable', 'unmarketable', 'encounter poor sales', 'in excess of demand', 'dull of sale']"
猫鱼,['猫鱼']
难记,['难记']
硅微腔,['硅微腔']
肯基,['肯基']
亚克,['Yahk']
盐下,['盐下']
知识面,['scope of knowledge']
塞些,['塞些']
千万倍,['千万倍']
关于软件,['关于软件']
国际乒联,['国际乒联']
一再强调,['一再强调']
局部战争,"['partial war', 'local war']"
地区冲突,['regional conflicts']
干涉主义,['interventionism']
特兰奎,['特兰奎']
利出,['利出']
其高危,['其高危']
两胁间,['两胁间']
斑白,"['grizzled', 'greying']"
写真照,['portrait photo']
将拉波夫,['将拉波夫']
蕃薯,['sweet potato']
实参,['actual parameter']
工程硕士,['Master of Engineering']
授予权,['GIFT']
会里,['会里']
一阵阵,['一阵阵']
隐匿性,"['stealthiness', 'latent', 'concealed']"
肚脐眼,"['navel', 'belly button']"
利奥波德,['Leopold']
加强营,['加强营']
脚力,"[""strength of one's legs""]"
御林,['御林']
侍卫,['imperial bodyguard']
老巢,"['den', 'nest']"
圆杆,['round bar']
锤击,"['hammering', 'peening', 'penning']"
杆端,['rod end']
低血糖,"['hypoglycemia', 'glycopenia', 'glucopenia']"
如白,['如白']
铜色,['coppery']
英语论文,"['English thesis', 'English dissertation', 'English paper']"
第四名,['fourth']
以米,['以米']
来台,['来台']
不言不语,"['utter not a single word', 'keep silent']"
槽口,"['notch', 'rabbet', 'dap', 'check']"
骨贽,['骨贽']
淡淡,"['light', 'slight']"
声别,['声别']
旁侧,['Side']
冰璃宫,['冰璃宫']
环境变量,"['environment variable', 'envionment variables']"
前悬架,['front suspension']
中落,"['decline', 'ebb']"
作结,['作结']
半音,"['semitone', 'half-tone', 'semit', 'half-step']"
因马尔福,['因马尔福']
嘉士伯,['Carlsberg']
举办活动,"['organize an activity', 'hold an event']"
球铁磨球,['球铁磨球']
磨球,['grinding balls']
刘能,['Liu Neng（人名）']
玉田,['Yutian County（地名）']
亲事,['marriage']
退掉,"['return', 'reject']"
场量,['field quantity']
真值,['truth-value']
痛经,"['dysmenorrhea', 'menstrual colic', 'painful menstruation']"
内野手,"['infielder', 'basemen']"
对陆,['对陆']
念道,['念道']
饲草,['forage grass']
精叶粉,['精叶粉']
脉络膜,"['choroid', 'choroid membranes']"
皱褶,"['ruga', 'corrugation', 'crease', 'gauffer', 'fold']"
若住,['若住']
请加,['请加']
美术班,['美术班']
化装舞会,"['fancy ball', 'costume party', 'masked ball']"
项中,['项中']
手伸,['手伸']
妮妮,['Nini（人名）']
迪林,"['Dearing', 'Deering', 'Diering', 'Dyring', 'Dering', 'Dylin', 'Dillin']"
指鼻,['指鼻']
锥体束,"['pyramidal tract of medulla oblongata', 'tractus pyramidalis']"
征,"['levy', 'sign', 'expedition', 'ask for', 'go on a campaign']"
色散方程,['dispersion equation']
脑性,['脑性']
足月儿,['term infant']
军警,"['military police', 'military guard']"
臂部,['arm']
灼伤,"['ambustion', 'scorching', 'burn', 'cauma']"
以身作则,"['take the lead', 'set oneself an example to others', 'make an example']"
句法关系,['syntactic relation']
以固,['以固']
区上,['区上']
通不过,['通不过']
种猪,['boar']
不违农时,"['not to miss the farming season', 'do farm work in the right season', ""don't interfere with farming""]"
尿漏,['尿漏']
尿频,"['frequent micturition', 'frequency of urinatior']"
是夜,['是夜']
小户型,['SOLO']
救火车,['fire truck']
司乘,['司乘']
底侧,['downside']
踢脚线,['skirting line']
浏览者,"['visitor', 'browser']"
膜翅目,['Hymenoptera']
鞘翅目,['coleoptera']
发展前途,"['prospect', 'possibility']"
乌帕姆,['乌帕姆']
速成班,"['accelerated course', 'crash course']"
走桃花运,['走桃花运']
客岁,['last year']
深奥难懂,['reconditeness']
运土,"['muck haulage', 'earth moving']"
一块块,['一块块']
肩背,['shoulder and back']
指正,['point out mistakes so that they can be corrected']
退房,['check-out']
禾田,['禾田']
同蒙福,['同蒙福']
一言未发,['一言未发']
札幌市,['札幌市']
彩色照片,['photochrome']
换发,"['change', 'renew']"
门套,['door pocket']
各部,['各部']
叙述性,['narrative']
发根,"['rooting', 'hair root']"
外植体,"['explant', 'exophyte']"
腰上,['腰上']
皮套,['leather sheath']
华夏文化,['Huaxia culture']
转经轮,['转经轮']
放射出来,['放射出来']
净除,['净除']
恶业,['evil karma']
倒杯,['倒杯']
侧击,"['flank attack', 'make a flank attack on']"
扣杀,['smash (the ball)']
承德,['Chengteh']
府邸,"['mansion', 'mansion house']"
下落不明,"[""One's whereabouts is a mystery."", ""One's present whereabouts is unknown.""]"
亭园,['亭园']
题诗,['题诗']
第叁,['第叁']
叁位,['叁位']
填字游戏,['crossword puzzle']
小且,['小且']
那辆车,['那辆车']
拦腰,"['by the waist', 'in the middle', 'round the middle']"
策略性,['tactic']
对径,['diameter']
静载,"['static load', 'dead load', 'quiescent load']"
转换法,['transfer approach']
极大值,"['maximum (max)', 'maximum value', 'maximal value']"
等值线,"['isoline', 'isopleth', 'isoneph', 'contour line', 'isogram']"
冰暴,"['ice storm', 'icefall', 'ice cascade']"
流露出来,['流露出来']
季报,"['quarterly report', 'quarterly statement']"
侧脑室,"['tricorn', 'paracele']"
切缝,"['kerf', 'kerve', 'lancing', 'joint-cutting']"
药包,"['increment', 'cartridge bag']"
炮孔,['炮孔']
装药量,['explosive payload']
残值,"['salvage', 'residual value', 'scrap value']"
豫麦,['豫麦']
稳产,['dependable crop']
法塔赫,['Al Fatah']
心肝,"['darling', 'conscience', 'deary', 'heart and liver']"
两脏,['两脏']
调治,"['recuperate under medical treatment', 'recuperative medical care']"
永不言败,"['never say die', 'failure is not an option']"
冲掉,['wash out']
宇航服,['space suit']
六价,['sexavalence']
小三子,['小三子']
但小雷,['但小雷']
个儿,"['height', 'size', 'stature']"
氢氟酸,['hydrofluoric acid']
氟化镁,"['magnesium fluoride', 'magnesium flux']"
扣住,"['buckle', 'button', 'withhold', 'fasten', 'button up']"
史迪威,['stilwell']
陈纳德,['Chenault（美国陆军航空队中将、飞行员，Claire Lee Chennault）']
体现者,['agent']
亚丁湾,['Aden']
受托人,"['bailee', 'consignee', 'depositary', 'fiduciary', 'assignee', 'mandatory', 'entrustee']"
公益事业,"['programs for public good', 'public welfare establishments']"
管理机构,"['management organization', 'regulatory agency']"
辞任,['辞任']
高跷,['stilts']
西敏斯,['西敏斯']
炖肉,['fricassee']
负一,['负一']
动态创建,['dynamic creation']
紧追不舍,"['to heel', 'keep up with']"
秋游,['autumn outing']
倒应,['倒应']
重九登高,['重九登高']
旧俗,['old customs']
但书,['proviso']
美国使馆,['the United States embassy']
尼科拉,['尼科拉']
夜深人静,"['All is quiet at dead of night.', 'All is quiet in the dead of night.', 'at night when all is still', 'in the still of night']"
那葬,['那葬']
导火线,['blasting fuse']
僖,['僖']
王陵于,['王陵于']
年经,['年经']
彩釉,['colour ceramic glaze']
舞乐俑,['舞乐俑']
珍贵文物,"['precious cultural relics', 'valuable cultural relics']"
解放军艺术学院,"[""People's Liberation Army Academy of Arts""]"
师从,"['learn from', 'learn after']"
双江,['双江']
拒不承认,['拒不承认']
人质危机,['人质危机']
头号敌人,['头号敌人']
肩颈,['neck and shoulder']
腰痛,"['lumbago', 'backache', 'osphyalgia']"
经痛,"['menorrhalgia', 'algomenorrhea', 'menstrual colic']"
伙食费,['board wages']
夸耀,"['flaunt', 'boast of', 'brag about', 'show off']"
达里语,['Dari']
丹瑞,['丹瑞']
无为而治,['govern by doing nothing that goes against nature']
模范人物,['模范人物']
艾雯,['艾雯']
最狠,['最狠']
层度,['层度']
杏仁露,"['apricot kernel juice', 'syrup of almond']"
拍好,['拍好']
过渡期,"['transitional period', 'interim period', 'layoff period']"
钙塑,['钙塑']
原色,['primary colour']
总领馆,['Consulate General']
习题集,"['workbook', 'problem sets']"
讲稿,['lecture']
虽能,['虽能']
沟壑,"['gully', 'ravine', 'gill']"
白茫茫,"['a vast expanse of whiteness', 'in endless whiteness (snow, cloud, fog)']"
贺伯斯,['贺伯斯']
道义感,['道义感']
良好信誉,"['favorable credit standing', 'good reputation']"
心律不整,"['arrhythmias', 'cardiac arrhythmia']"
线缆,"['cable', 'WC(wirecable)']"
压接,"['crimping', 'pressure welding']"
扭线,['torsion wire']
圈线,['astragal']
收线,"['take up', 'cut off', 'wind up']"
捆线,['捆线']
水电费,"['utilities', 'water and electricity', 'utility bills']"
比火,['比火']
电费,"['electric charge', 'energy charge']"
米奥,['Mio']
特克,"['Teke', 'Turk', 'Teck', 'Turck']"
出仓,"['deliver from godown', 'take out of storage']"
西酞,['西酞']
奥氮平,['olanzapine']
白虎星,['White Tiger']
败家,['dissipate a family fortune']
通宝,['通宝']
屈时,['屈时']
之效,['之效']
腰酸腿痛,['腰酸腿痛']
和泛,['和泛']
昌黎县,['昌黎县']
总科数,['总科数']
第三批,['第三批']
看表,['看表']
梵高,['Vincent van Gogh']
臼齿,"['molar', 'cheek tooth', 'axle-tooth', 'dentes molares', 'grinding tooth']"
油磨出,['油磨出']
痛牙,['痛牙']
美地,['beauteously']
优序,['优序']
泛黄,"['yellowing', 'yellow discolouration']"
卷叶,['leaf roll']
叶株,['叶株']
就作,['就作']
藏獒,"['Tibetan Mastiff', 'Tibetan Spaniel']"
紧压茶,['compressed tea']
哪天,"['which day', 'someday']"
放开手,['let go']
店址,['店址']
选在,['选在']
恰在,['恰在']
母国,"['motherland', 'home country', 'mother country']"
贸易条件,['term of trade']
闻太多,['闻太多']
资和小众,['资和小众']
恶俗,"['bad custom', 'bad habit', 'vulgarity']"
抽着,['抽着']
一个桶,['一个桶']
遮盖,"['overspread', 'cover', 'conceal', 'cover up']"
善念,"['good will', 'good thoughts', 'good side', 'kind intentions']"
懈怠,['sluggish']
万本,['万本']
最多会,['最多会']
上留,['上留']
金杜说,['金杜说']
检察员,['fact-finder']
刽子手,"['executioner', 'headsman']"
卵生,"['oviparity', 'ovipary']"
暴击时,['暴击时']
内会,['内会']
疫情报告,"['report of epidemic diseases', 'report of infectious disease']"
瞬时性,['instantaneity']
供应处,['Supply Department']
写此,['写此']
尹连根,['尹连根']
真止,['真止']
统购,['(of the state) monopolize the purchase (of grain cotton etc.)']
灯前,['灯前']
一个二元,['一个二元']
芬兰语,['Finnish']
北极光,['aurora borealis']
菌剂,"['fungicide', 'bactericide', 'microbial inoculum']"
促进剂,['accelerant']
定量供应,"['rationing', 'supply on ration']"
指导性,"['guiding', 'instructive']"
低处,['低处']
金合欢树,['wattle']
木麻黄,"['coast oak', 'horsetail beefwood']"
扎下,['扎下']
根来,['根来']
杨伟东,['杨伟东']
问有,['问有']
黄柏,['golden cypress']
詹森,"['Johnson', 'Jansen']"
劳埃德,['Lloyd']
库普曼,['Koopman']
校本部,['main campus']
摄影展,['photographic exhibition']
阿雷瓦,"['Arreba', 'Areva']"
西人,['西人']
好战,"['bellicose', 'warlike']"
冻熟,['冻熟']
冻鱼,['frozen fish']
电离室,['ionization chamber']
车行,['a place where carts may be bought or hired']
发放贷款,"['make loans', 'issue a loan', 'offer loans']"
持久战,['protracted war']
骨病,"['osteopathy', 'osteopathia', 'bone disease', 'osteonosus']"
北江,['Bac Giang']
改性沥青,"['modified asphalt', 'modifying asphalt']"
肉芽肿,"['granuloma', 'granulation tumor']"
有致敏,['有致敏']
密排,['solid matter']
裨益,"['benefit', 'profit', 'advantage']"
人当,['人当']
福兰,"['Folin', 'Forin', 'Forain']"
颗星,['颗星']
起立,"['stand up', ""rise to one's feet""]"
鼓掌欢迎,"['applause', 'clap']"
南宁,['Nanning']
雷耶斯,['Reyes']
温哥,['温哥']
歌洁曼,['歌洁曼']
唐太宗,['Emperor Taizong of Tang']
裁撤,['dissolve (an organization)']
冗员,['redundant personnel']
堂而皇之,"['stately', 'imposing', 'in an imposing manner']"
维贴,['维贴']
鲍梅尔,['鲍梅尔']
懒汉,"['idler', 'sluggard', 'lazybones']"
巴中,['Bazhong City（地名）']
邦交,"['diplomatic relations', 'relations between two countries']"
巴拉圭人,['paraguans']
萨马尼戈,['萨马尼戈']
难上加难,"['extremely difficult', 'add difficulty to difficulty -- extremely arduous', 'doubly difficult']"
高斯曲率,"['Gaussian curvature', 'gauss curvature']"
脱衣,"['strip', 'undressing', 'divest oneself of', 'take off', 'strip off']"
风情万种,['exceedingly fascinating and charming']
性奋,['性奋']
石笋,['stalagmite']
武警部队,['Armed Police Forces']
抢险救灾,"['do rescue and relief work', 'deal with emergencies and disasters and provide relief']"
伊里安查亚,['伊里安查亚']
受辱,"['be insulted', 'be disgraced', 'be humiliated']"
安米,['Ammi']
余氯,['residual chlorine']
蒂凡尼,['Tiffany']
金川,"['JNMC（金川集团）', 'Jinchuan（地名）']"
许城峰,['许城峰']
掌机,['Handheld game console']
该款,['该款']
网闭,['网闭']
拆备,['拆备']
副学士,['associate bachelor']
常小兵,['Chang Xiaobing（人名）']
小锅,['pannikin']
浸没,['immersion']
圣寺,['圣寺']
问医,['问医']
过眼烟云,['as transient as a fleeting cloud']
钻尾,['钻尾']
自攻,['自攻']
抽芯,['loose core']
干壁,['干壁']
非标件,['non-standard part']
译美轩,['译美轩']
独资经营,['sole proprietorship']
有水仓,['有水仓']
仓时,['仓时']
实船,"['actual ship', 'real ship']"
横摇,['rolling']
每堂,['每堂']
该课,['该课']
双纹,['双纹']
蚧,"['scale insect', 'a red-spotted lizard']"
灭病,['灭病']
邮电通讯,['邮电通讯']
强生,['JNJ (Johnson and Johnson)']
炎炎夏日,['blistering summer day']
会聚,"['convergence', 'converging', 'convergency', 'assemble', 'flock together']"
斯雷,['斯雷']
尼察镇,['尼察镇']
歧管,"['divided manifold', 'manifold branch']"
卷轴,"['scroll', 'rouleau', 'spooler', 'reel']"
成皓,['成皓']
开房间,['rent a room in a hotel']
偷拍,['candid camera']
图象识别,['图象识别']
竹条,['bamboo cane']
粘成,['粘成']
竹板,['bamboo clappers']
三卧,['三卧']
两卫,['两卫']
从摩城,['从摩城']
乐都,['乐都']
领养人,['adopter']
推来推去,"['shove around', 'Each declines to accept.', 'make all sorts of excuses']"
晚祷,"['evensong', 'evening prayer']"
哲思,['wise thought']
唐君毅,['唐君毅']
孤独寂寞,"['lonely', 'solitude', 'loneliness']"
极其可怕,['极其可怕']
民办,"['run by the local people', 'civilian-run (school)']"
大院,"['courtyard', 'compound']"
名声在外,"['have a reputation abroad', 'be well-known', 'make a name']"
闹嚷嚷,['noisy']
偏南,['偏南']
第勒尼安岸,['第勒尼安岸']
奇奥,['奇奥']
没找,['没找']
嚷嚷,"['yell', 'make a noise']"
电子游戏机,"['electronic game', 'brick games']"
胰淀素,['胰淀素']
圣迭戈,['San Diego']
样坏,['样坏']
潦倒,['be frustrated']
身管,['barrel']
液冷,['liquid cooling']
稳定区,"['stable region', 'stable area']"
郡县,"['shire county', 'province and county in ancient times']"
家庭收入,"['household income', 'family income']"
斜眼,"['tropia', 'heterotropia', 'strabismus', 'asquint']"
读写器,"['reader', 'reader-writer']"
多种类型,['polytype']
脏水,['addle']
锁表中,['锁表中']
胎压,['tire pressure']
网址之家,['网址之家']
翻墙,['翻墙']
心为,['心为']
渔舍,['渔舍']
泼墨,"['splash-ink, a technique of Chinese ink-painting']"
贴花,['applique']
翼盒,['翼盒']
承力,['bearing strength']
无止尽,"['infinite', 'endless']"
亚索,['亚索']
尸身,"['corpse', 'remains', 'dead body']"
翻出来,['dig out']
探到,['探到']
明文,['proclaimed in writing']
委对,['委对']
古代人,['ancient people']
虚拟主机,"['virtual host', 'web hosting', 'virtual server']"
电子信箱,"['E-mail(electronic mail service)', 'EM(electronic mailbox)']"
扶贫帮困,['help and support the poor']
工会工作,['trade union work']
杯酒,['杯酒']
天资,"['talent', 'flair', 'natural gift', 'natural endowments']"
秉赋,"['gift', 'natural endowments']"
绊,"['cause to trip', 'be a hindrance', 'cause to stumble']"
电钻,['electric drill']
角向,['angle']
磨光机,"['abrader', 'branner', 'polisher', 'polishing machine', 'glassing machine']"
他教,['他教']
益肾,['tonifying the kidney']
抗脑,['抗脑']
内存大小,"['memory Size', 'memsize']"
天津开发区,['Tianjin Economic-Technological Development Area(TEDA)']
审计局,['auditing Bureau']
没工夫,['没工夫']
歇后语,['a two-part allegorical saying']
丰子恺,['Feng Zikai（人名）']
闪存盘,['flash disk']
自由面,"['free surface', 'free face']"
圆桌,['round table']
旁坐,['旁坐']
拆迁户,"['relocation household', 'households or units relocated due to building demolition']"
克劳奇,['Crouch']
狠,"['very', 'ruthless', 'cruel', 'resolute', 'heartless']"
爱荷华,['Iowa']
音乐疗法,"['musicotherapy', 'melodiotherapy']"
病能,['病能']
舶来品,"['imported goods', 'foreign goods']"
兰开夏,['Lancs.']
三点钟,"[""three o'clock""]"
准时到达,"['arrive on time', 'arrive punctually', 'punctual arrival']"
埃尔莎于,['埃尔莎于']
埃尔莎,['Elsa']
主办者,"['sponsor', 'host', 'sponsoring body']"
工会主席,"['chairman of the labor union', 'chairman of the trade union']"
孟纳德,['孟纳德']
和保罗,['和保罗']
黄望,['黄望']
阿公,"['grandfather', 'grandpa']"
搬上来,['搬上来']
呆滞,"['sluggish', 'dull', 'lifeless', 'slack', 'idle']"
叫嚷声,['叫嚷声']
傻眼,"['be dumbfounded', 'be stunned']"
拔群,['拔群']
乙酰氯,"['acetylchloride', 'acetyl chloride']"
丙二酸,"['malonic acid', 'propane diacid', 'propandioic acid']"
膝下,"['below the knee', ""(in letters) address to one's parents"", ""at one's knees""]"
二女,['二女']
他病,['他病']
视它,['视它']
光轮,"['nimbus', 'aureole', 'aureola', 'gloriole', 'gloria']"
面由,['面由']
管板,"['tube plate', 'tube sheet', 'pipe sheet', 'siphonoplax']"
英文歌词,['英文歌词']
通盘,"['overall', 'comprehensive', 'all-round']"
并照,['并照']
中所行,['中所行']
降灾,['降灾']
一切权利,['一切权利']
工商业界,['industrial and commercial circles']
长河,"['long river', 'endless flow', 'long process']"
蹦,"['jump', 'skip', 'leap', 'bounce or hop']"
外敌,['foreign enemy']
内乱,"['civil strife', 'internal disorder']"
非市场,['非市场']
修编,['editing and revision']
刊用,['刊用']
乘方,"['power', 'involution']"
矢端,['extremity']
家庭理财,['family finances']
余钱,['余钱']
三氧化硫,"['sulfur trioxide', 'sulfuric anhydride', 'sulfuric acid anhydride']"
求出,['determine']
活反,['活反']
泡点,['bubble point']
值能,['值能']
马斯卡邦,['马斯卡邦']
乳酪,"['cheese', 'cream', 'creme', 'knish']"
可可粉,['cocoa powder']
厄当,['厄当']
极权,['totalitarian']
石粉,['mountain flour']
超早,['超早']
离城,['离城']
没道理,['without reason']
骤减,['die-off']
夏休期,['夏休期']
人爱幕,['人爱幕']
春青,['春青']
欢畅,"['elated', 'thoroughly delighted']"
厨余,['food waste']
批式,['批式']
温厌,['温厌']
产甲烷,['methanogenesis']
巧儿,['巧儿']
花书南,['花书南']
服服帖帖,['服服帖帖']
左臂,['left arm']
有该,['有该']
正试,['正试']
著要,['著要']
三分球,"['three-pointer', 'three-point shot']"
没上,['没上']
庐山,"['Lushan', 'Mount Lu']"
人际交往,"['interpersonal communication', 'human communication']"
铜箔,['copper foil']
点焊,"['spot welding', 'point welding']"
小圆孔,['小圆孔']
更足,['更足']
仿古,"['modelled after an antique', 'in the style of the ancients']"
飘出,['blow out']
古韵,['archaic Chinese rhyme']
三罐,['三罐']
版权保护,['copyright protection']
某沙,['某沙']
毛乌素,['Mu Us']
钮,"['handle', 'knob', 'button']"
直译器,['直译器']
自行火炮,['self-propelled gun']
工程质量,"['project quality', 'construction quality']"
遗留问题,['leftover problem']
八字胡,"['handlebar', 'handlebar mustache']"
带坏,['mislead']
遥信,"['telecommand', 'telesignalisation', 'remote signalling']"
遥调,"['remote regulation', 'remote regulating']"
肉酱,"['ported meat paste', 'meat paste']"
笑傲江湖,"['The Legendary Swordsman', 'State of Divinity', 'Smiling Proud Wanderer']"
布伦特兰,['Brundtland']
明暗,['light and shade']
暖色调,['warm-toned']
单桅,['single mast']
其四,['其四']
骇克,['骇克']
家务事,['housework']
中拿回,['中拿回']
判死罪,['判死罪']
死法,['way of death']
洞成,['洞成']
寄生蟹,['hermit crab']
萧芳芳,['Josephine Siao（人名）']
护苗,['护苗']
人及,['人及']
法单,['法单']
轴性,['轴性']
曲度,"['curvature', 'camber', 'degree of curvature', 'degree of curve']"
彤奇,['彤奇']
建议信,"['recommendation letter', 'letter of proposal', 'suggestion letter', 'letter of advice']"
弯折,['buckling']
机软件,['机软件']
四姨,['四姨']
二来,['二来']
孔令辉,['Kong Linghui（人名）']
球中,['球中']
抢攻,['sound attack']
得分率,['scoring average']
比华,['比华']
接发球,"['receive', 'return of service']"
相持,"['be locked in a stalemate', 'refuse to budge']"
库布齐,['库布齐']
油蒿,['artemisia ordosica']
官制,['bureaucratic establishment']
诸子百家,"['all classes of authors', 'the hundred schools of thought', 'the ancient philosophers']"
两架,['两架']
老鹰,"['eagle', 'glede']"
其云,['其云']
科迪,"['Cody', 'Cordy', 'Kody', 'Kodi']"
条码,['bar code']
食料,['foodstuff']
煤碳,['煤碳']
火力发电,['thermal power generation']
动态数据,"['dynamic data', 'kinematic data']"
钢性,['rigidity']
人机环境,['man-machine environment']
曾效力,['曾效力']
仔道,['仔道']
王师北,['王师北']
享福,"['enjoy a happy life', 'live in ease and comfort']"
兴,"['prosper', 'rise', 'prevail', 'encourage', 'maybe']"
塞贝纳,['塞贝纳']
如全漫,['如全漫']
射角,"['angle of fire', 'angle of firing']"
竞跑,['竞跑']
乞大是,['乞大是']
坯布,"['greige cloth', 'loom stare', 'gray fabric']"
乌司,['乌司']
接受程度,['acceptance level']
挂号处,['registration']
赤热,['red heat']
折弯机,"['bending machine', 'angle bender']"
焊接机,['welding machine']
戴比,['Debbie（人名）']
静悄悄,['very quiet']
地出,['地出']
看得见,"['visible', 'tangible', 'noticeable']"
软弱可欺,"['be weak and easily bullied', 'be weak and easy to bully']"
力克,['力克']
得化,['得化']
钱常,['钱常']
家底,"['resources', 'family property accumulated over a long time']"
竭尽,"['exhaustion', 'exhaust', 'use up', 'aoutrance']"
种别,['种别']
犀,"['rhinoceros', 'solid', 'a surname']"
三英,['三英']
集装箱运输,['container transportation']
选本,"['anthology', 'selected works']"
哎哟,"['Oh', 'Ouch!', 'Ow!', 'dear!', 'Goodness me!']"
赛科,['Saiko']
北票,['北票']
沼泽地带,['marshland']
一踏,['一踏']
乌赛,['乌赛']
修造,['build as well as repair']
王上,['王上']
护卫,"['guard', 'protect']"
原想,['thought']
却露,['却露']
马脚,['sth. gives the trick out']
递水,['递水']
齐声,"['in chorus', 'in unison']"
两全其美,"['make the best of both worlds', 'have it both ways']"
链式,"['chained', 'chained mode']"
提亚村,['提亚村']
声音文件,"['sound file', 'audio files']"
口试,"['oral test', 'oral examination', 'oral quiz']"
阿尔市,['阿尔市']
在此之后,"['next', 'afterwards', 'after all these']"
脱困,"['get out of the red', 'become profitable', 'get rid of poverty']"
睡大觉,['睡大觉']
重购,['重购']
上海复旦大学,['Fudan University of Shanghai']
新闻学,['journalism']
趋使,['趋使']
查验,"['probation', 'check', 'examine', 'prove', 'probate']"
蓄水,"['impound', 'store water', 'retain water']"
社区设施,['community facility']
愁云惨淡,['miserable and gloomy atmosphere']
腐烂变质,['腐烂变质']
鬼斧神工,"['extremely skillful', 'uncanny workmanship', 'extremely fine craftsmanship']"
张令,['张令']
麦夫,['麦夫']
拜占庭式,['Byzantine']
圣马可,['圣马可']
旋开,"['unscrew', 'outward winding']"
狂雷,['狂雷']
聚顶,['聚顶']
加网,['screening']
网版,"['halftone', 'screen printing plate']"
龟纹,"['moire', 'areola (pl. areolae)']"
克劳琛,['克劳琛']
锐气,"['dash', 'drive', 'brains and drive', 'élan']"
明争暗斗,['strife openly and secretly']
锋芒,"['spearhead', 'cutting edge']"
尽失,['尽失']
生皮,"['peltry', 'rawhide', 'fell', 'raw hide', 'green hide']"
山包,['山包']
盘绕,"['coil', 'twine', 'wreathe', 'weave', 'wind round']"
所持,['所持']
比得过,['比得过']
移民局,['Immigration Office']
专项规划,['specialized planning']
釉面,['glaze']
砂眼,"['blister', 'sand hole', 'air shots', 'air bell', 'air blister']"
釉坑,['釉坑']
全能型,['versatile']
巴氏奶,['巴氏奶']
短且,['短且']
需冷链,['需冷链']
太阴,['lunar']
磁台,['磁台']
命中率,['hit rate']
柠片,['柠片']
辣根,"['horseradish', 'cochlearia', 'horse-radish']"
酱汁,['sauce']
沃赛,['沃赛']
斯特郡,['斯特郡']
黑胡椒,['black pepper']
闪烁着,['闪烁着']
自然美,['natural beauty']
圆浑,['圆浑']
项坠,['pendant']
请稍等,"['Wait for a moment, please', 'Just a moment, please']"
润湿剂,['wetting agent']
液于,['液于']
室间隔,"['interventricular septum', 'ventricular septum']"
武大伟,['武大伟']
会议主题,['conference theme']
单入,['单入']
单出,['单出']
硫柳,['硫柳']
御,"['resist', 'imperial', 'keep out', 'ward off', 'of an emperor']"
同夥干,['同夥干']
年法,['年法']
城管,['city management；city inspectors']
孟先东,['孟先东']
卖甜,['卖甜']
扔弃,"['scrap', 'throw away', 'toss aside']"
好几处,['好几处']
可下,['可下']
集会游行,['集会游行']
高学历,"['highly educated', 'high academic qualifications']"
人才外流,['the brain drain']
预警系统,"['pre-warning system', 'early warning system']"
当小,['当小']
利娅,['Lya']
克里斯托夫,"['Christophe', 'Kristof', 'Christoph', 'Kristoff']"
不年,['不年']
体高,"['withers height', 'height at withers']"
集成商,['integrator']
桑给巴尔,['Zanzibar']
展频,['spread spectrum']
中英,['a surname']
桃源,"['the Land of Peach Blossoms', 'a fictitious land of peace and happiness']"
大叶茶,['大叶茶']
分片,"['zone', 'burst']"
邻接,"['adjoin', 'border on', 'be next to', 'be contiguous to']"
面间,['interfacial']
小舅子,"['brother-in-law', ""wife's younger brother""]"
铜带,['copper strips']
空盒子,['empty box']
散会,"['be over', 'break up']"
广大干部,['广大干部']
撒手尘寰,"['pass away', 'leave this mortal world']"
定数,['definite number']
长住,"['live for a long time', 'long-term stay', 'long stay']"
峡部裂,['spondylolysis']
经椎板,['经椎板']
李东生,['Li Dongsheng（人名）']
摘帽,['摘帽']
例经腔,['例经腔']
凝闭术,['凝闭术']
用户群,['user group']
社内,['社内']
需做,['需做']
试作,['study']
绍夫,['绍夫']
扑出,['扑出']
作壁上观,['be an onlooker']
李增,['李增']
外需,['overseas market demand']
沈明,['沈明']
期货价格,"['forward price', 'future price']"
缝纫线,['sewing thread']
家系,['family']
小小说,"['mininovel', 'a short-short story']"
